"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Florida","Georgia","Hawaii","Illinois","Indiana","Iowa","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"South Dakota",3.03382819300845,4.17097595204656,4.01254281465343,1.84093846757773,4.94324077160367,3.88404822550605,5.00452956672433,3.81800086414127,2.73199772283919,3.71722799626678,1.80112616493083,0.965247485547535,1.491902930764,3.68439852739606,0.766804262454498,3.72588459241947,2.81611437836772,4.09443230534167,1.4596799051973,3.48501408342653,2.82760089623618,0.868614833698163,1.22663073100565,5.04185172923942,0.965235849714105,3.24774583870064,3.91976232495218,4.02305499193615,3.63036683676334,1.01665682680732,2.38154263148695,1.98692773364162,2.44507912773615,1.92880354849311,3.04466195176478,3.46602172694744,0,3.01126955727297,3.63615656959423,2.61439066052723,1.05977451404174,1.99159001968741,2.4493617425681,0.697962165862417,1.50373551841576,1.53081673945423
"Tennessee",0.824404951188349,2.29293929865461,2.2516782601418,1.40284485592084,2.9444399848138,2.15580940109173,2.34487591957308,1.0006352783177,3.01649440139501,1.90082662570136,1.78312888701689,3.3679658674377,1.71762238816597,1.1079080775979,3.49015012588662,1.48825716743047,2.91494835625061,1.56134923331257,3.05804773127814,1.78949276347202,1.22048873582201,2.21623030951788,2.5176778452237,2.61061737656639,3.47804121925208,2.57691470521341,1.5196467625762,2.03214184510432,2.2875862955684,3.99978709284308,1.98090183857276,1.82392727127295,2.00604773545277,2.39417708777718,3.51154756831111,1.4058291802648,3.01126955727297,0,1.43193911641972,2.82274884285358,3.86700736864993,1.33282481191412,2.34833970516124,3.1139109638295,3.37422313010485,1.90350982434178
"Texas",1.60380799451337,3.08274678728521,1.61801041229527,2.29440820099758,2.12994488562245,1.76763973507975,1.81763038699451,1.72114910554316,2.54760126518564,0.810118340478204,1.96697398799807,3.63298404160866,2.4709223157978,1.30364808045069,3.86851764558735,1.50832757694147,2.22989343173784,1.26371248777604,3.0948810620376,2.7735696683471,1.14524736425172,2.77294715646658,2.71084739266186,2.23552386700876,3.75203377900539,1.59775611301264,1.41120329158185,0.828413819090904,3.01050048072403,4.49052723552844,1.6455974617005,1.80243031209145,2.07508185325067,2.20995528847215,2.83536618478342,2.39048818049358,3.63615656959423,1.43193911641972,0,2.37436395036779,4.64534317357235,1.65802494526141,2.13683761509345,3.87262685744472,3.39834681816214,2.21418199209697
"Utah",3.03915258256154,3.8684893738254,2.47738139587584,2.54723300907364,3.01420010418966,2.20835241333127,3.86650225989342,3.66738579877973,1.05065838103118,2.24172294229426,1.37439171687271,2.1181800776366,2.49377862039936,3.29680450784795,2.56100497717723,2.98056116731177,0.884488074274555,2.89861062479589,1.38570082304239,4.18096036882909,1.72078952103931,2.04449801421533,1.42182275333615,3.52942636039911,2.27754802841124,1.29273033617972,2.93409460979211,2.44409281233857,4.18291693163222,3.09926705306487,1.00266424520228,1.21341751870556,1.25421173503048,1.23126713308387,1.72330624623522,3.81979060478546,2.61439066052723,2.82274884285358,2.37436395036779,0,3.5612948463113,1.72849801345771,0.678539411135469,3.18779289119114,1.77017057680477,1.81500520145669
"Vermont",3.90836400002115,4.78203682635567,4.98667403129758,2.69287241382608,5.89848243825273,4.78660692851454,5.95642243749565,4.63430036205301,3.62491717744914,4.75377761305342,2.80178733061623,1.68316073027026,2.34734890380144,4.59572570266109,1.3884614080858,4.64760081641403,3.82566229427843,5.02214496202643,2.33802206715795,4.14096755478499,3.7974785107401,1.88378789906007,2.23729207197957,5.92189440073089,1.62670000554457,4.29083728120639,4.84205777107805,5.05568693371269,4.30928349018948,0.959340356641146,3.39948633745854,3.02826800456815,3.34870280715642,2.95159651601665,4.00319328160525,4.1957664128561,1.05977451404174,3.86700736864993,4.64534317357235,3.5612948463113,0,2.99873513221286,3.39634327239604,1.02157139605929,2.28842857208343,2.57081949945549
"Virginia",1.46245215224736,2.99017676230118,2.26007431075508,0.971385029838263,3.1459090799001,2.21720595506976,3.09237476529897,2.19825723437411,2.00198186627613,1.81842174481634,0.601138447169607,2.13598206022375,1.06709974310509,1.92766876355478,2.30865261118375,1.97278823604923,1.8094916074347,2.20181763294411,1.7664327222234,2.49368775892546,0.958979333248998,1.13247877574253,1.22932519303305,3.23740738422382,2.25100241336839,1.77705629025783,2.09291338703238,2.09398844141286,2.69469368987663,2.89234516249927,0.953504431083186,0.555091866245654,1.24730272582847,1.15352651710787,2.38342113316595,2.22172914545816,1.99159001968741,1.33282481191412,1.65802494526141,1.72849801345771,2.99873513221286,0,1.35881416377396,2.28307775511836,2.09252810405507,0.692316316389135
"Washington",2.60817586500095,3.20713467928128,2.09883458257996,2.08626191261548,2.72066810078089,1.75967281936754,3.50236389252359,3.26099832609025,1.5122971760856,2.02763129127242,1.1208595386829,2.20410192466182,2.2194999797597,2.93209850394182,2.57422024994984,2.50113112662096,1.3186790277087,2.43540258954421,1.56459210323425,3.74971478561347,1.23500288285454,1.80243629825146,1.35688501265829,3.10648489304792,2.3722023898082,1.54357309100187,2.44002563578699,2.23710224578399,3.73236505241858,3.10423253427962,0.959026837240055,0.943159481315052,0.580681727589972,1.37533313813736,2.1315863951319,3.32178973827081,2.4493617425681,2.34833970516124,2.13683761509345,0.678539411135469,3.39634327239604,1.35881416377396,0,3.01303900902878,2.02439325461728,1.56178840168841
"West Virginia",3.06692693446238,4.41759693489611,4.39658746977481,1.95598244655273,5.36648677709572,4.32604357822105,5.19315587350796,3.79253845193635,3.19869718285254,4.01969084148875,2.1948255742053,1.49214155604633,1.49547526561326,3.72477090911162,1.15968997861243,3.94222430524686,3.29016738745049,4.37559047006499,2.02844101702338,3.27650364355451,3.18284520594115,1.24610399877486,1.76702460958737,5.38484286307877,1.43341440886876,3.64380051702391,4.18052779369913,4.32654880576884,3.53023766853013,1.25498505038001,2.79428141359095,2.40351388821406,2.96875871631386,2.31740201069807,3.44788680703094,3.40544245441427,0.697962165862417,3.1139109638295,3.87262685744472,3.18779289119114,1.02157139605929,2.28307775511836,3.01303900902878,0,1.98063809858868,1.83697842152675
"Wisconsin",3.44932511426208,4.78151470733397,3.86606948332175,2.56171220256753,4.64369700775952,3.71562363654686,5.02080422685151,4.16968649469276,1.6311179267428,3.41492636875572,1.65450571500454,0.615021267207913,2.06222240610448,3.89681451316311,1.11924258774389,3.93771545071004,1.84457348808713,4.13156003567987,0.484943785546614,4.22897859079944,2.76970415906754,1.46211045213345,0.95392209070659,4.98615621913681,0.696813876945725,2.41522753462012,4.05999286173622,3.69921348660952,4.36015047182707,1.58042484724262,1.83330473942084,1.76055551998777,2.36457050315214,1.20067748731115,2.02835351748549,4.14754970651905,1.50373551841576,3.37422313010485,3.39834681816214,1.77017057680477,2.28842857208343,2.09252810405507,2.02439325461728,1.98063809858868,0,1.71335598116457
"Wyoming",1.80361352738956,3.43495980924398,2.63493133288302,0.970354362721145,3.64547033576539,2.76576244000996,3.56695300895354,2.69968681182304,2.13625038989528,2.21437577454764,0.871623836410271,1.69029050332006,1.04960680983271,2.35103295697316,1.7362305422474,2.3598149323772,1.77387731597988,2.78134675916764,1.4589089906277,2.64016693979739,1.57713573266821,0.796558726489697,0.910925085417716,3.84743622130932,1.76457844497257,1.98288554433317,2.58050512176234,2.53266949034537,2.69753748986982,2.37248971012339,1.27726359470882,0.719681398468856,1.57233633198265,1.04224364524347,2.12132039655194,2.46501580334649,1.53081673945423,1.90350982434178,2.21418199209697,1.81500520145669,2.57081949945549,0.692316316389135,1.56178840168841,1.83697842152675,1.71335598116457,0
